source,target,condition,significance,log2fc,level,n_cells_condition,n_cells_control,cell_line
RAMAC,ASPSCR1,RAMAC+ctrl,0.5668263946850676,0.17262506,No,61,11485,K562
RAMAC,TIGAR,RAMAC+ctrl,0.7890372013921068,0.107528806,No,61,11485,K562
SPEN,CCDC106,SPEN+ctrl,0.0460610140966004,0.7979348,Yes,111,11485,K562
SPEN,UBE2W,SPEN+ctrl,0.0261940483192871,0.6277323,Yes,111,11485,K562
SPEN,TCF7,SPEN+ctrl,0.0354873253078901,0.744956,Yes,111,11485,K562
SPEN,JMJD1C,SPEN+ctrl,0.0011237340671539,0.3151283,No,111,11485,K562
SPEN,GJC1,SPEN+ctrl,0.4274945880732974,0.26172996,No,111,11485,K562
SPEN,RAI1,SPEN+ctrl,0.8449030301360961,0.12253404,No,111,11485,K562
CDC40,COQ10B,CDC40+ctrl,0.0110262506884916,1.4906327,Yes,10,11485,K562
CDC40,SESN1,CDC40+ctrl,0.0165017886596556,3.0599756,Yes,10,11485,K562
CDC40,FBXO32,CDC40+ctrl,0.0063259350135392,0.97673523,Yes,10,11485,K562
CDC40,RIOK2,CDC40+ctrl,0.9534738746973525,-0.019792795,No,10,11485,K562
CDC40,SGSM2,CDC40+ctrl,0.9510820768864156,-0.2258718,No,10,11485,K562
CDC40,UBE2Q1,CDC40+ctrl,0.3270651950090047,0.59330153,No,10,11485,K562
UMPS,ZNF561-AS1,UMPS+ctrl,0.0454667734968242,1.0291288,Yes,83,11485,K562
UMPS,PRKAR2B,UMPS+ctrl,0.0150578836003485,0.84055936,Yes,83,11485,K562
UMPS,NR2C2AP,UMPS+ctrl,0.0265510758725256,0.9747174,Yes,83,11485,K562
UMPS,UBAP2L,UMPS+ctrl,0.8640789290631772,-0.030696511,No,83,11485,K562
UMPS,TRNT1,UMPS+ctrl,0.9817753063429656,-0.001471281,No,83,11485,K562
UMPS,SEC23B,UMPS+ctrl,0.6806755893294646,0.12705421,No,83,11485,K562
PSMD11,SDCBP,PSMD11+ctrl,0.0067248269086186,0.61024106,Yes,29,11485,K562
PSMD11,NXPE3,PSMD11+ctrl,0.0008763343153869,1.6145878,Yes,29,11485,K562
PSMD11,AHI1,PSMD11+ctrl,0.0105454814082638,0.813448,Yes,29,11485,K562
PSMD11,BIN3,PSMD11+ctrl,0.5584467292323676,0.6851616,No,29,11485,K562
PSMD11,ZDHHC21,PSMD11+ctrl,0.8433399304792315,-0.10339475,No,29,11485,K562
PSMD11,MOSPD1,PSMD11+ctrl,0.1115282894106267,0.9894929,No,29,11485,K562
HSPD1,GADD45A,HSPD1+ctrl,0.0115016421674815,0.6062187,Yes,42,11485,K562
HSPD1,SUPV3L1,HSPD1+ctrl,0.0234468192161589,1.0071892,Yes,42,11485,K562
HSPD1,SH3KBP1,HSPD1+ctrl,0.0028498365428632,0.5857174,Yes,42,11485,K562
HSPD1,UAP1,HSPD1+ctrl,0.8833306823928961,0.028612852,No,42,11485,K562
HSPD1,VAT1,HSPD1+ctrl,0.2703984916904625,0.2618389,No,42,11485,K562
HSPD1,MIRLET7BHG,HSPD1+ctrl,0.891109793520125,-0.05780673,No,42,11485,K562
SETDB1,SP140,SETDB1+ctrl,0.0011575429133125,1.210954,Yes,122,11485,K562
SETDB1,C5orf46,SETDB1+ctrl,0.0020439113222716,0.7222128,Yes,122,11485,K562
SETDB1,F8A1,SETDB1+ctrl,0.0394191033458556,0.7947321,Yes,122,11485,K562
SETDB1,TMEM97,SETDB1+ctrl,0.6074853760192804,0.16910005,No,122,11485,K562
SETDB1,USP28,SETDB1+ctrl,0.8128850000300247,0.07097459,No,122,11485,K562
SETDB1,ZNF430,SETDB1+ctrl,0.2787896459118022,0.48891044,No,122,11485,K562
DDX11,WWC3,DDX11+ctrl,0.0150163372585752,0.61618924,Yes,95,11485,K562
DDX11,TEN1,DDX11+ctrl,0.0478136191933341,0.5758611,Yes,95,11485,K562
DDX11,LRP6,DDX11+ctrl,0.0097909342991866,0.5375807,Yes,95,11485,K562
DDX11,ATG4C,DDX11+ctrl,0.7389069254397316,0.11067581,No,95,11485,K562
DDX11,ZNF668,DDX11+ctrl,0.9052144560433532,-0.051259995,No,95,11485,K562
DDX11,RBM23,DDX11+ctrl,0.5140564478132348,0.12736702,No,95,11485,K562
SMC3,RRAGC,SMC3+ctrl,0.0059048878403825,1.1345395,Yes,30,11485,K562
SMC3,VAMP4,SMC3+ctrl,0.0435400312593494,1.6496422,Yes,30,11485,K562
SMC3,GCC2,SMC3+ctrl,0.0281127326161528,0.5519892,Yes,30,11485,K562
SMC3,PHACTR2,SMC3+ctrl,0.1434448487677052,0.25726205,No,30,11485,K562
SMC3,TMED8,SMC3+ctrl,0.421788750123602,0.37991405,No,30,11485,K562
SMC3,IFT52,SMC3+ctrl,0.8420730486581309,0.022240639,No,30,11485,K562
TOMM22,MIEF1,TOMM22+ctrl,0.0027056313735019,0.7589165,Yes,115,11485,K562
TOMM22,SESN2,TOMM22+ctrl,0.004434459213495,1.7185886,Yes,115,11485,K562
TOMM22,SERTAD3,TOMM22+ctrl,0.0478158099615716,0.6758287,Yes,115,11485,K562
TOMM22,SUPV3L1,TOMM22+ctrl,0.9261855763143348,-0.13915968,No,115,11485,K562
TOMM22,CEP170,TOMM22+ctrl,0.5764738481121949,0.020750046,No,115,11485,K562
TOMM22,GNS,TOMM22+ctrl,0.7583126539257256,0.07149339,No,115,11485,K562
CMTR1,MOB4,CMTR1+ctrl,0.0002271155280841,0.52607226,Yes,82,11485,K562
CMTR1,AC093673.1,CMTR1+ctrl,3.782310796948268e-07,1.2025812,Yes,82,11485,K562
CMTR1,TMEM107,CMTR1+ctrl,0.0462277433962311,0.5020194,Yes,82,11485,K562
CMTR1,THAP7,CMTR1+ctrl,0.2483568605556427,0.38983822,No,82,11485,K562
CMTR1,FLNC,CMTR1+ctrl,0.2151745233344449,0.1661573,No,82,11485,K562
CMTR1,TBC1D5,CMTR1+ctrl,0.0581425569331628,0.50037384,No,82,11485,K562
NEDD8,TIMM22,NEDD8+ctrl,0.0003282849415404,0.6480956,Yes,61,11485,K562
NEDD8,CD46,NEDD8+ctrl,0.0002262407432535,0.5891729,Yes,61,11485,K562
NEDD8,AC009107.2,NEDD8+ctrl,0.0099109813566681,1.0276971,Yes,61,11485,K562
NEDD8,ERV3-1,NEDD8+ctrl,0.407197987917569,0.13826632,No,61,11485,K562
NEDD8,SELENON,NEDD8+ctrl,0.1901379591854544,0.08006859,No,61,11485,K562
NEDD8,MTDH,NEDD8+ctrl,0.1172168880944569,0.12211436,No,61,11485,K562
BCAS2,STX12,BCAS2+ctrl,0.0248859328431522,0.9676585,Yes,38,11485,K562
BCAS2,MEG8,BCAS2+ctrl,0.0085758002562665,0.7427539,Yes,38,11485,K562
BCAS2,SNHG7,BCAS2+ctrl,0.0002032973605663,0.50130326,Yes,38,11485,K562
BCAS2,EIF4B,BCAS2+ctrl,0.0161154218458845,0.20015335,No,38,11485,K562
BCAS2,BICD1,BCAS2+ctrl,0.9365010560130552,-0.043851495,No,38,11485,K562
BCAS2,KMT2B,BCAS2+ctrl,0.0876437954539403,0.8611083,No,38,11485,K562
C1orf131,NPDC1,C1orf131+ctrl,0.0281302648862131,0.5913198,Yes,14,11485,K562
C1orf131,MYL9,C1orf131+ctrl,0.000231581879898,0.91567266,Yes,14,11485,K562
C1orf131,YPEL5,C1orf131+ctrl,0.0045299785446489,1.6797656,Yes,14,11485,K562
C1orf131,ANKRD26,C1orf131+ctrl,0.5474592537761089,0.3505696,No,14,11485,K562
C1orf131,HECTD2,C1orf131+ctrl,0.9915799342803104,0.3449757,No,14,11485,K562
C1orf131,PPP6R2,C1orf131+ctrl,0.2698658403483407,0.6421137,No,14,11485,K562
FGFR1OP,RND3,FGFR1OP+ctrl,0.0046648153038003,0.7077838,Yes,22,11485,K562
FGFR1OP,HIST3H2A,FGFR1OP+ctrl,0.0004273298656971,2.71531,Yes,22,11485,K562
FGFR1OP,ATF4,FGFR1OP+ctrl,0.0079196677694599,0.79391456,Yes,22,11485,K562
FGFR1OP,ZFP90,FGFR1OP+ctrl,0.4979741351902231,-0.8058791,No,22,11485,K562
FGFR1OP,YAF2,FGFR1OP+ctrl,0.6046535841590036,-0.72853875,No,22,11485,K562
FGFR1OP,POC1B,FGFR1OP+ctrl,0.7742862478235799,-0.1801846,No,22,11485,K562
CBLL1,PRCP,CBLL1+ctrl,0.0132432526328529,0.7077935,Yes,74,11485,K562
CBLL1,RUNX1,CBLL1+ctrl,0.0432750852110125,0.5635464,Yes,74,11485,K562
CBLL1,ZNF593,CBLL1+ctrl,9.958469032792862e-05,0.5925735,Yes,74,11485,K562
CBLL1,FAM155A,CBLL1+ctrl,0.9360725107476708,0.2245872,No,74,11485,K562
CBLL1,RNMT,CBLL1+ctrl,0.2130764944439439,0.30956745,No,74,11485,K562
CBLL1,ZNF75A,CBLL1+ctrl,0.6948634593924722,0.28416276,No,74,11485,K562
IRF2BP2,SNHG1,IRF2BP2+ctrl,0.0032777000642624,0.5198612,Yes,105,11485,K562
IRF2BP2,PSTK,IRF2BP2+ctrl,0.0398270488456143,0.59819555,Yes,105,11485,K562
IRF2BP2,SCAMP1,IRF2BP2+ctrl,0.015442394949571,0.5480225,Yes,105,11485,K562
IRF2BP2,STMP1,IRF2BP2+ctrl,0.7653809859690366,0.049539804,No,105,11485,K562
IRF2BP2,CNOT6,IRF2BP2+ctrl,0.8419251810065416,0.10807347,No,105,11485,K562
IRF2BP2,PITPNA,IRF2BP2+ctrl,0.9196802458543244,0.0051015615,No,105,11485,K562
SMC6,TGFB2,SMC6+ctrl,6.844248205865717e-05,1.0185643,Yes,32,11485,K562
SMC6,CHID1,SMC6+ctrl,0.0146261521589267,0.6752709,Yes,32,11485,K562
SMC6,SIL1,SMC6+ctrl,0.027459634295098,0.7930496,Yes,32,11485,K562
SMC6,MRAS,SMC6+ctrl,0.746212956269769,0.36360478,No,32,11485,K562
SMC6,PRKCI,SMC6+ctrl,0.473508393201123,0.20706451,No,32,11485,K562
SMC6,THAP1,SMC6+ctrl,0.8847894180705848,-0.17896032,No,32,11485,K562
TAMM41,DDIT4,TAMM41+ctrl,0.0006512371132689,1.3838906,Yes,115,11485,K562
TAMM41,METTL2A,TAMM41+ctrl,0.0159720270020356,0.63974893,Yes,115,11485,K562
TAMM41,MKNK2,TAMM41+ctrl,0.0003264282176375,0.9408151,Yes,115,11485,K562
TAMM41,MICU3,TAMM41+ctrl,0.815214436394309,0.20418596,No,115,11485,K562
TAMM41,MYEF2,TAMM41+ctrl,0.0606184810077915,0.34894824,No,115,11485,K562
TAMM41,LONP1,TAMM41+ctrl,0.5092787976826822,0.16787732,No,115,11485,K562
BRD2,MAB21L2,BRD2+ctrl,0.0184652759903968,0.979486,Yes,83,11485,K562
BRD2,CCS,BRD2+ctrl,0.0136845682626502,0.801149,Yes,83,11485,K562
BRD2,KLF9,BRD2+ctrl,0.0190150846038095,0.82580304,Yes,83,11485,K562
BRD2,EPHA5,BRD2+ctrl,0.9189703399403886,0.032348633,No,83,11485,K562
BRD2,TRAF3IP2,BRD2+ctrl,0.7887120069495059,-0.19239783,No,83,11485,K562
BRD2,SOX4,BRD2+ctrl,0.0338836399994314,0.4886663,No,83,11485,K562
EXOSC1,SLC25A36,EXOSC1+ctrl,0.0190735359250855,0.5300337,Yes,48,11485,K562
EXOSC1,LRP10,EXOSC1+ctrl,4.312699888422536e-06,0.6854628,Yes,48,11485,K562
EXOSC1,LENG8,EXOSC1+ctrl,0.0436398615360285,0.87967956,Yes,48,11485,K562
EXOSC1,NACC1,EXOSC1+ctrl,0.3272377269549881,0.21970534,No,48,11485,K562
EXOSC1,ATF7,EXOSC1+ctrl,0.3762449432505497,0.28857768,No,48,11485,K562
EXOSC1,LINC02762,EXOSC1+ctrl,0.1296097266808701,0.96577454,No,48,11485,K562
MAX,CAMK2N1,MAX+ctrl,1.184431896428518e-06,0.7012336,Yes,89,11485,K562
MAX,SNAPC1,MAX+ctrl,0.0421275721076682,0.5408622,Yes,89,11485,K562
MAX,PTPRF,MAX+ctrl,0.003738325214869,0.53558767,Yes,89,11485,K562
MAX,NDST2,MAX+ctrl,0.6068874843438694,0.40069413,No,89,11485,K562
MAX,TMEM267,MAX+ctrl,0.7697830084491325,0.37858725,No,89,11485,K562
MAX,SERINC5,MAX+ctrl,0.1805309767229876,0.7011008,No,89,11485,K562
NAPA,NRG1,NAPA+ctrl,0.0497729303349922,1.448791,Yes,19,11485,K562
NAPA,CLIP1,NAPA+ctrl,0.0115508439057755,0.5615955,Yes,19,11485,K562
NAPA,TPP1,NAPA+ctrl,0.0461003444361457,1.0910726,Yes,19,11485,K562
NAPA,NOTCH2NLA,NAPA+ctrl,0.8962846523348653,0.4106083,No,19,11485,K562
NAPA,NUP43,NAPA+ctrl,0.1755170688386185,1.2310319,No,19,11485,K562
NAPA,GPKOW,NAPA+ctrl,0.7493640587368469,0.25913906,No,19,11485,K562
AP2A1,NORAD,AP2A1+ctrl,0.0495651621218912,0.5013607,Yes,14,11485,K562
AP2A1,TAX1BP3,AP2A1+ctrl,0.0110084325970717,0.6145956,Yes,14,11485,K562
AP2A1,GALNT10,AP2A1+ctrl,0.0227531529900044,0.5283284,Yes,14,11485,K562
AP2A1,LRRC27,AP2A1+ctrl,0.765436836959703,0.29209518,No,14,11485,K562
AP2A1,MIF,AP2A1+ctrl,0.0028592084667874,0.12449634,No,14,11485,K562
AP2A1,CHD2,AP2A1+ctrl,0.6293034819738657,0.23269242,No,14,11485,K562
KIF14,TEX2,KIF14+ctrl,0.0307536453079641,0.8382156,Yes,130,11485,K562
KIF14,STEAP1,KIF14+ctrl,0.0349475363888927,0.50794125,Yes,130,11485,K562
KIF14,ANKRD54,KIF14+ctrl,0.0215797083355679,0.7794721,Yes,130,11485,K562
KIF14,SUPT3H,KIF14+ctrl,0.7326027954737853,0.17794347,No,130,11485,K562
KIF14,CHD1,KIF14+ctrl,0.266580763115448,0.13978982,No,130,11485,K562
KIF14,SPTBN1,KIF14+ctrl,0.2828047274343265,0.056469858,No,130,11485,K562
GPN1,PEA15,GPN1+ctrl,0.0295090111363807,0.5542424,Yes,25,11485,K562
GPN1,RBPMS,GPN1+ctrl,0.0426127427573795,0.90015835,Yes,25,11485,K562
GPN1,KRT81,GPN1+ctrl,0.0449393814138236,1.7289778,Yes,25,11485,K562
GPN1,MTMR4,GPN1+ctrl,0.5613919890336604,0.8437834,No,25,11485,K562
GPN1,WDR47,GPN1+ctrl,0.2369519060360601,1.4270463,No,25,11485,K562
GPN1,GCAT,GPN1+ctrl,0.6741239953048999,0.49248433,No,25,11485,K562
RPL4,ARMCX3,RPL4+ctrl,0.014133455233954,0.75981355,Yes,75,11485,K562
RPL4,BDH2,RPL4+ctrl,0.0445277573171652,0.58398604,Yes,75,11485,K562
RPL4,RDH10,RPL4+ctrl,0.0093248213298327,1.5655322,Yes,75,11485,K562
RPL4,FAM126B,RPL4+ctrl,0.7997252691651697,0.54888415,No,75,11485,K562
RPL4,MIEF1,RPL4+ctrl,0.4827388075769639,0.31239867,No,75,11485,K562
RPL4,ASH1L,RPL4+ctrl,0.0385457394678556,0.34799528,No,75,11485,K562
THOC5,PLD3,THOC5+ctrl,0.0023673141820143,0.7787881,Yes,61,11485,K562
THOC5,TMED10,THOC5+ctrl,1.7692147669499148e-06,0.50696105,Yes,61,11485,K562
THOC5,SEL1L,THOC5+ctrl,2.8018123581841048e-05,0.7737485,Yes,61,11485,K562
THOC5,TP53RK,THOC5+ctrl,0.084667678342369,0.28950095,No,61,11485,K562
THOC5,PDE1C,THOC5+ctrl,0.4001724024754054,0.0690496,No,61,11485,K562
THOC5,OSER1,THOC5+ctrl,0.5017288498946766,0.14940143,No,61,11485,K562
OSBP,SKI,OSBP+ctrl,0.0274598489080573,1.2593179,Yes,27,11485,K562
OSBP,ITGAV,OSBP+ctrl,0.0009975522578625,0.8156363,Yes,27,11485,K562
OSBP,UBE2E1,OSBP+ctrl,0.0167552051014508,1.0171144,Yes,27,11485,K562
OSBP,DCUN1D1,OSBP+ctrl,0.7429118295031016,0.27966464,No,27,11485,K562
OSBP,PAX8,OSBP+ctrl,0.7965236780153344,-0.11042857,No,27,11485,K562
OSBP,COPS5,OSBP+ctrl,0.3415988235766206,0.1678446,No,27,11485,K562
RBM48,PRDM4,RBM48+ctrl,0.0263535173633814,0.7573056,Yes,35,11485,K562
RBM48,NDST2,RBM48+ctrl,0.0097934677535186,1.1010668,Yes,35,11485,K562
RBM48,HSD11B1L,RBM48+ctrl,0.034531430207916,1.2457571,Yes,35,11485,K562
RBM48,GLRX2,RBM48+ctrl,0.3140229428571317,0.2224248,No,35,11485,K562
RBM48,IPO13,RBM48+ctrl,0.4403709834144951,0.10259485,No,35,11485,K562
RBM48,LINC00863,RBM48+ctrl,0.5616623841157156,-0.18746805,No,35,11485,K562
NHP2,GPRC5C,NHP2+ctrl,0.0227645580085543,1.0110162,Yes,48,11485,K562
NHP2,TM7SF3,NHP2+ctrl,1.877259451539313e-07,0.8316077,Yes,48,11485,K562
NHP2,CCS,NHP2+ctrl,0.0056168434953627,0.9006493,Yes,48,11485,K562
NHP2,HIPK2,NHP2+ctrl,0.6305817685123449,0.10909867,No,48,11485,K562
NHP2,RBM22,NHP2+ctrl,0.7860948427435218,0.12042177,No,48,11485,K562
NHP2,DDB1,NHP2+ctrl,0.5766389097233009,0.101386726,No,48,11485,K562
UQCRC2,VPS36,UQCRC2+ctrl,0.0122004410221048,0.6568861,Yes,68,11485,K562
UQCRC2,TGFBR3L,UQCRC2+ctrl,0.0415647828762632,0.7491782,Yes,68,11485,K562
UQCRC2,ERVK3-1,UQCRC2+ctrl,0.0045461999572668,0.60615945,Yes,68,11485,K562
UQCRC2,AKAP1,UQCRC2+ctrl,0.871315246069401,0.1320293,No,68,11485,K562
UQCRC2,ENO2,UQCRC2+ctrl,0.0947417106603491,0.2705511,No,68,11485,K562
UQCRC2,CCS,UQCRC2+ctrl,0.5954809694291348,0.17639208,No,68,11485,K562
TBC1D1,ITGAV,TBC1D1+ctrl,0.0045673658731034,0.77586395,Yes,17,11485,K562
TBC1D1,RRAS,TBC1D1+ctrl,0.0016119387078767,0.7225683,Yes,17,11485,K562
TBC1D1,CYB5R1,TBC1D1+ctrl,0.0338452068577891,1.4039,Yes,17,11485,K562
TBC1D1,MRPS33,TBC1D1+ctrl,0.8742859383482136,0.051854074,No,17,11485,K562
TBC1D1,CASP6,TBC1D1+ctrl,0.7752784104407606,0.21555328,No,17,11485,K562
TBC1D1,APBB2,TBC1D1+ctrl,0.9064331217742077,0.0912509,No,17,11485,K562
WDHD1,DAB2,WDHD1+ctrl,0.0042238818403005,0.5062772,Yes,40,11485,K562
WDHD1,ENTPD7,WDHD1+ctrl,0.0147750467684864,0.9747765,Yes,40,11485,K562
WDHD1,MMAB,WDHD1+ctrl,0.0295628868661995,0.63668406,Yes,40,11485,K562
WDHD1,STK4,WDHD1+ctrl,0.6101541950450468,0.08065486,No,40,11485,K562
WDHD1,ZNF3,WDHD1+ctrl,0.4046308073206803,0.87047267,No,40,11485,K562
WDHD1,ANXA10,WDHD1+ctrl,0.5037548669123793,0.37083864,No,40,11485,K562
DSN1,EXOC1,DSN1+ctrl,0.0404452440647348,0.6742526,Yes,40,11485,K562
DSN1,HCG18,DSN1+ctrl,0.027248705219156,0.65730274,Yes,40,11485,K562
DSN1,CYFIP2,DSN1+ctrl,0.0265544943581499,1.9480274,Yes,40,11485,K562
DSN1,TRAFD1,DSN1+ctrl,0.7846025131111395,-0.1812005,No,40,11485,K562
DSN1,ZSWIM8,DSN1+ctrl,0.4946256452144508,0.42293048,No,40,11485,K562
DSN1,HPS5,DSN1+ctrl,0.8232704861296082,0.07564378,No,40,11485,K562
PSMD1,CHD6,PSMD1+ctrl,0.0048901926248489,1.242843,Yes,32,11485,K562
PSMD1,DHX32,PSMD1+ctrl,0.0019238408785092,1.02532,Yes,32,11485,K562
PSMD1,PLK3,PSMD1+ctrl,0.0147669338666239,1.6296066,Yes,32,11485,K562
PSMD1,RNF114,PSMD1+ctrl,0.2247308036622314,0.5775491,No,32,11485,K562
PSMD1,PSMD12,PSMD1+ctrl,8.392752359254134e-06,0.48950478,No,32,11485,K562
PSMD1,NARF,PSMD1+ctrl,0.7885368746859337,0.14702535,No,32,11485,K562
HCFC1,GABARAPL1,HCFC1+ctrl,0.0006560786438218,3.1349177,Yes,19,11485,K562
HCFC1,RNF121,HCFC1+ctrl,0.0339369816969847,1.0957872,Yes,19,11485,K562
HCFC1,SERINC3,HCFC1+ctrl,0.000136144639091,0.9760799,Yes,19,11485,K562
HCFC1,STXBP1,HCFC1+ctrl,0.3375478097459504,0.7913399,No,19,11485,K562
HCFC1,PUM2,HCFC1+ctrl,0.2929536828235317,0.5200219,No,19,11485,K562
HCFC1,PNISR,HCFC1+ctrl,0.0413675902429373,0.31956685,No,19,11485,K562
DIS3,SRGAP2,DIS3+ctrl,0.0202141701289721,1.9504229,Yes,11,11485,K562
DIS3,IGFBP3,DIS3+ctrl,0.0007365866123629,1.135049,Yes,11,11485,K562
DIS3,KIN,DIS3+ctrl,0.0356630571759016,1.4564114,Yes,11,11485,K562
DIS3,PSEN1,DIS3+ctrl,0.8582104182548962,-0.20171332,No,11,11485,K562
DIS3,ANXA6,DIS3+ctrl,0.1649154360656699,0.39784577,No,11,11485,K562
DIS3,TP53TG1,DIS3+ctrl,0.1257075309662461,1.3293386,No,11,11485,K562
NCAPG2,CPEB4,NCAPG2+ctrl,0.0118423605535656,0.6922492,Yes,43,11485,K562
NCAPG2,PCYT1A,NCAPG2+ctrl,0.0490558040443681,0.5333338,Yes,43,11485,K562
NCAPG2,ROGDI,NCAPG2+ctrl,0.0297063414063104,1.0276814,Yes,43,11485,K562
NCAPG2,TFPT,NCAPG2+ctrl,0.1116429944831738,0.801919,No,43,11485,K562
NCAPG2,RNF139,NCAPG2+ctrl,0.4963011342183401,0.30745506,No,43,11485,K562
NCAPG2,C2orf69,NCAPG2+ctrl,0.9222666322302546,0.1310525,No,43,11485,K562
CASP8AP2,MFAP2,CASP8AP2+ctrl,0.0085198530657543,1.8721926,Yes,28,11485,K562
CASP8AP2,BLOC1S2,CASP8AP2+ctrl,0.0019470915503648,0.7327373,Yes,28,11485,K562
CASP8AP2,NR1H2,CASP8AP2+ctrl,0.0412011765732841,0.6784295,Yes,28,11485,K562
CASP8AP2,SIK3,CASP8AP2+ctrl,0.6093751584465118,0.5344682,No,28,11485,K562
CASP8AP2,PDE12,CASP8AP2+ctrl,0.570860675358329,0.100521564,No,28,11485,K562
CASP8AP2,OST4,CASP8AP2+ctrl,6.357984482307395e-05,0.31442356,No,28,11485,K562
TOP1,ERCC2,TOP1+ctrl,0.0095114312937684,0.96915305,Yes,48,11485,K562
TOP1,CRNKL1,TOP1+ctrl,0.0303977408182895,0.8256446,Yes,48,11485,K562
TOP1,LAYN,TOP1+ctrl,1.903151743598045e-06,0.937062,Yes,48,11485,K562
TOP1,FAM114A1,TOP1+ctrl,0.7178344696254948,0.046119966,No,48,11485,K562
TOP1,RPS6KB1,TOP1+ctrl,0.371006776934821,0.3466432,No,48,11485,K562
TOP1,TMEM101,TOP1+ctrl,0.8206197135144506,-0.111557245,No,48,11485,K562
CINP,UFSP2,CINP+ctrl,0.0279956501128934,0.7258177,Yes,41,11485,K562
CINP,CCNG1,CINP+ctrl,5.004767091746753e-05,0.76806366,Yes,41,11485,K562
CINP,NF2,CINP+ctrl,0.004944637885544,0.5281861,Yes,41,11485,K562
CINP,LIG4,CINP+ctrl,0.3259514869151465,0.71116185,No,41,11485,K562
CINP,NRBP2,CINP+ctrl,0.2074671659186669,0.8433664,No,41,11485,K562
CINP,CREB3,CINP+ctrl,0.651272314556465,0.10475856,No,41,11485,K562
CHMP3,CLN8,CHMP3+ctrl,0.0093087693980239,1.0241203,Yes,36,11485,K562
CHMP3,SAT1,CHMP3+ctrl,1.3975336199225944e-05,1.3496677,Yes,36,11485,K562
CHMP3,DPH3,CHMP3+ctrl,0.0115684530371455,0.6427621,Yes,36,11485,K562
CHMP3,B4GALT7,CHMP3+ctrl,0.1328222833396044,0.40293217,No,36,11485,K562
CHMP3,NAA25,CHMP3+ctrl,0.0664958663591461,0.60943735,No,36,11485,K562
CHMP3,DAP,CHMP3+ctrl,0.3033838070823407,0.22544754,No,36,11485,K562
SGPP1,MDM2,SGPP1+ctrl,0.0015137448460772,0.5401228,Yes,105,11485,K562
SGPP1,NUDT16,SGPP1+ctrl,0.0355371547629767,0.5178188,Yes,105,11485,K562
SGPP1,DNMBP,SGPP1+ctrl,0.0011616099627393,0.5204993,Yes,105,11485,K562
SGPP1,ZBTB8OS,SGPP1+ctrl,0.3102028620263011,0.13522041,No,105,11485,K562
SGPP1,YTHDF3,SGPP1+ctrl,0.3428352372658891,0.21354473,No,105,11485,K562
SGPP1,CHKA,SGPP1+ctrl,0.750978000965705,0.1332035,No,105,11485,K562
USPL1,PNRC1,USPL1+ctrl,0.0438027853659295,0.86663413,Yes,36,11485,K562
USPL1,CREB1,USPL1+ctrl,0.0444284671162301,0.72102296,Yes,36,11485,K562
USPL1,PHLDA3,USPL1+ctrl,0.0009756600732606,0.58810073,Yes,36,11485,K562
USPL1,SCAP,USPL1+ctrl,0.7447063713723685,0.3027575,No,36,11485,K562
USPL1,SYNGR2,USPL1+ctrl,0.955093069106375,0.013221502,No,36,11485,K562
USPL1,PRRC2B,USPL1+ctrl,0.8942122167420182,0.029339194,No,36,11485,K562
ZNHIT6,EPAS1,ZNHIT6+ctrl,0.0385854676726682,1.6709827,Yes,21,11485,K562
ZNHIT6,CSNK1G2,ZNHIT6+ctrl,0.0125267668640616,0.8699339,Yes,21,11485,K562
ZNHIT6,VAMP2,ZNHIT6+ctrl,0.0063261300672476,1.0731913,Yes,21,11485,K562
ZNHIT6,MTG2,ZNHIT6+ctrl,0.9908449571318314,-0.14394212,No,21,11485,K562
ZNHIT6,ACTR10,ZNHIT6+ctrl,0.2657296040558516,0.49226326,No,21,11485,K562
ZNHIT6,MAP2K3,ZNHIT6+ctrl,0.4361096444024014,0.6440332,No,21,11485,K562
THRAP3,CAMK2D,THRAP3+ctrl,0.0002424398871761,0.6054412,Yes,131,11485,K562
THRAP3,MYEF2,THRAP3+ctrl,0.0003831022393702,0.5646718,Yes,131,11485,K562
THRAP3,GPAT3,THRAP3+ctrl,0.009039234802675,0.6004404,Yes,131,11485,K562
THRAP3,NOP2,THRAP3+ctrl,0.0907285774195699,0.30825293,No,131,11485,K562
THRAP3,EMC8,THRAP3+ctrl,0.3698712587125662,0.10863668,No,131,11485,K562
THRAP3,MGAT2,THRAP3+ctrl,0.0234254818739588,0.41599846,No,131,11485,K562
NF1,ZNHIT3,NF1+ctrl,0.0050620073965831,0.5470754,Yes,64,11485,K562
NF1,MT-ATP8,NF1+ctrl,1.790129839793194e-05,0.840189,Yes,64,11485,K562
NF1,PRR7,NF1+ctrl,0.0073785784420223,0.72935534,Yes,64,11485,K562
NF1,NUP188,NF1+ctrl,0.2963941054364041,0.41387248,No,64,11485,K562
NF1,LRP12,NF1+ctrl,0.9911359385706154,0.049445987,No,64,11485,K562
NF1,JAGN1,NF1+ctrl,0.5398473064789939,0.14129007,No,64,11485,K562
PRPF4B,FAF2,PRPF4B+ctrl,0.0386218474544611,0.54297537,Yes,32,11485,K562
PRPF4B,DANCR,PRPF4B+ctrl,0.0006996700342821,0.5151474,Yes,32,11485,K562
PRPF4B,CYBRD1,PRPF4B+ctrl,0.0096057538270049,0.8570849,Yes,32,11485,K562
PRPF4B,CHST14,PRPF4B+ctrl,0.8356291296292162,0.19064093,No,32,11485,K562
