source_a,source_b,target,condition,significance,log2fc,level,n_cells_condition,n_cells_control,cell_line
FOXA1,FOXF1,SLC20A1,FOXA1+FOXF1,0.0003105281551087,-0.6339536,Yes,237,7353,K562
FOXA1,FOXF1,S100A10,FOXA1+FOXF1,0.0003358924254617,-0.5067774,Yes,237,7353,K562
FOXA1,FOXF1,FABP2,FOXA1+FOXF1,1.0,0.0,No,237,7353,K562
FOXA1,FOXF1,AC005281.2,FOXA1+FOXF1,1.0,0.0,No,237,7353,K562
FOXA1,FOXF1,NTN5,FOXA1+FOXF1,0.9600168830588344,0.8799858,No,237,7353,K562
PLK4,STIL,ERV3-1,PLK4+STIL,0.0455526492164271,0.63261884,Yes,66,7353,K562
PLK4,STIL,HLA-C,PLK4+STIL,0.0030184933224254,1.186676,Yes,66,7353,K562
PLK4,STIL,PTPN7,PLK4+STIL,0.0005775821904219,-0.5723468,Yes,66,7353,K562
PLK4,STIL,PAX5,PLK4+STIL,1.0,0.0,No,66,7353,K562
PLK4,STIL,DLK1,PLK4+STIL,0.8422273989837316,4.2641625,No,66,7353,K562
PLK4,STIL,DPP6,PLK4+STIL,0.9984800190032238,-13.109554,No,66,7353,K562
CBL,UBASH3A,COL18A1,CBL+UBASH3A,0.0003777979638848,0.6230622,Yes,50,7353,K562
CBL,UBASH3A,LINC00467,CBL+UBASH3A,0.01284707064574,0.7651175,Yes,50,7353,K562
CBL,UBASH3A,GYPE,CBL+UBASH3A,1.8181067112073328e-06,0.9498231,Yes,50,7353,K562
CBL,UBASH3A,DUSP13,CBL+UBASH3A,0.7425892353150958,0.43149114,No,50,7353,K562
CBL,UBASH3A,RP11-85G18.6,CBL+UBASH3A,0.9986755974643776,-13.128719,No,50,7353,K562
CBL,UBASH3A,MYOZ2,CBL+UBASH3A,1.0,0.0,No,50,7353,K562
DLX2,SNAI1,RNASET2,SNAI1+DLX2,5.763967911801213e-45,2.5861082,Yes,107,7353,K562
DLX2,SNAI1,NPC2,SNAI1+DLX2,1.0914705687632384e-08,1.1975095,Yes,107,7353,K562
DLX2,SNAI1,HIST1H2BG,SNAI1+DLX2,0.0281537688807285,-1.2953031,Yes,107,7353,K562
DLX2,SNAI1,HSD17B4,SNAI1+DLX2,0.7721627242428287,0.50944805,No,107,7353,K562
DLX2,SNAI1,BPIFB1,SNAI1+DLX2,1.0,0.0,No,107,7353,K562
DLX2,SNAI1,HES1,SNAI1+DLX2,0.2580011258607921,0.44419265,No,107,7353,K562
IGDCC3,PRTG,ANXA2R,IGDCC3+PRTG,0.0007619719238366,1.3797789,Yes,108,7353,K562
IGDCC3,PRTG,TNNI3,IGDCC3+PRTG,5.267247452058276e-07,1.7231327,Yes,108,7353,K562
IGDCC3,PRTG,MT1E,IGDCC3+PRTG,0.0003309986950545,-1.3787458,Yes,108,7353,K562
IGDCC3,PRTG,RP11-212P7.2,IGDCC3+PRTG,0.5741376951190535,0.89597034,No,108,7353,K562
IGDCC3,PRTG,BNIPL,IGDCC3+PRTG,0.936085214376883,-18.099667,No,108,7353,K562
IGDCC3,PRTG,RP3-439F8.1,IGDCC3+PRTG,1.0,0.0,No,108,7353,K562
CDKN1A,CDKN1B,KLHL24,CDKN1B+CDKN1A,0.0166314450359435,1.3605168,Yes,98,7353,K562
CDKN1A,CDKN1B,MKI67,CDKN1B+CDKN1A,4.204430858712578e-06,-0.82418394,Yes,98,7353,K562
CDKN1A,CDKN1B,ZBTB38,CDKN1B+CDKN1A,0.041143704936674,0.80296683,Yes,98,7353,K562
CDKN1A,CDKN1B,SPNS3,CDKN1B+CDKN1A,1.0,0.0,No,98,7353,K562
CDKN1A,CDKN1B,CKMT2,CDKN1B+CDKN1A,1.0,0.0,No,98,7353,K562
CDKN1A,CDKN1B,RP11-3B12.2,CDKN1B+CDKN1A,0.9981518184424916,-13.3243885,No,98,7353,K562
C3orf72,FOXL2,FAM89A,C3orf72+FOXL2,0.0035559228383528,-0.6081105,Yes,49,7353,K562
C3orf72,FOXL2,BST2,C3orf72+FOXL2,0.0220513581702013,2.1541948,Yes,49,7353,K562
C3orf72,FOXL2,SERPINB1,C3orf72+FOXL2,0.0141073406979515,0.83188343,Yes,49,7353,K562
C3orf72,FOXL2,CTC-367J11.1,C3orf72+FOXL2,0.9908219370244004,-16.043257,No,49,7353,K562
C3orf72,FOXL2,ANKRD61,C3orf72+FOXL2,0.9986888198201126,-12.809672,No,49,7353,K562
C3orf72,FOXL2,RP11-338K17.8,C3orf72+FOXL2,0.9868887824175568,-17.216942,No,49,7353,K562
